filename,title,collection,author,date,licence,status,datatype
Z1J431_0001.txt,Z1J431_0001,Z1J431,rcarvais,2022-12-20,CC-BY-4.0,pending,http://purl.org/coar/resource_type/c_c513
Z1J431_0002.txt,Z1J431_0002,Z1J431,rcarvais,2022-12-20,CC-BY-4.0,pending,http://purl.org/coar/resource_type/c_c513
Z1J431_0003.txt,Z1J431_0003,Z1J431,rcarvais,2022-12-20,CC-BY-4.0,pending,http://purl.org/coar/resource_type/c_c513
